Sentence,Label
Hello bhai plz rply me once plzzzzzzHello bhai plz rply me once plzzzzzzHello bhai plz rply me once plzzzzzzHello bhai plz rply me once plzzzzzz,2
kisi ko smjh aya to muje b smjha do (,2
@gurmeetramrahim #blockbustermsg mera aaj ka din aapki yad me gujr jaye har pal har bakt aapko yad karta rhu gud morning pita ji,2
because it reduces the probability of getting a girl . which in turn reduces the probability of our precious money being wasted on these girl which should be invested in daru . . . :p,1
Fir se assignment hai ek or,2
Phus phus diya,1
"landslide win.hip hip hurray.it's a message to all retarded bjp supporters,go hide your face somewhere,conclude,truth always wins #aapsweep",0
sala guddu hero banega hehehehe,2
Mai aaya,2
fifa is weird sometimes: you may remember the fifa 12 video where andy carroll starting trying to hump iker casi . . . http/URL,2
miss that north wali thand . . . . :( pune main toh thand he nahi hoti . . . . . .,1
Jan Jan ka viswas kam ho na jai hind,2
ye kaisa problem diya hai kacchua sir ne last pic mein . . . ? its difficult than getting l power in contra,1
finding out that its nationalENargarita day on a thursday this year just made having no class on friday thaaaat much better #excited,0
Work from home karega ??,2
beef beef beef...beef beef zamana bolo! ban ban ban...ban ban deewane boley :) :) #beefban,0
Sefp ?,2
Jo bhi hoga fayda toh hoga ... Udhar hat jayega,0
rt vgondia: rt vipaninsan: jayajsthediva #blockbustermsg didi you act very well in msg.....best off luck in future.....dhan dhan satguru t…,0
guddu apna pura english ka don hai,0
Kahan h abhi,1
Bhej,2
bhai plz 6000screen pe release karo bajrangi bhaijaan,2
Ha,0
"@someUSER much of last season , too , esp 2nd half . tho i loved jack white , and mick jagger with arcade fire / foo fighters was amazing .",0
hum bajrangbli ke bhact h mar jayenge par jhoot ni bolenge,0
Aaj har nagarik ke man main ek hi chahat hai ki narendra modi kuch karenge.aaj haar yuba,0
kl aapne waisa qq kiya,2
aap takes donation from common people to work for common people .,2
sem 2u bhai,2
"@someUSER bin , aur mummy ne bhi kapde dhone ke pehle jeb se paise ikaththe kar kar ke hume dene hote the :p",2
yaar tu meri class me to nai tha . .,2
4 baj gye lekin bhai abhi gayab h,2
"Jb chunane ka aadhikr janta ko h to,jb unhe lage ke galat aadmi chuna gaya h to,5yr kyo sahe uske tanasahi,reject kre usa,isse neta janta k pirti jyda jimmadare honge.",2
Admin tU SATIYAGAYA KYA BHAI . Modi is the best thats it .,1
se baat kar liyo . . Woh saala atak Gaya h,0
"rt @anuradhagarg17: #msg3successfulweeks sadi jaan v tu, sada maann v tu @gurmeetramrahim",0
btaungi bhi,2
4 baj gaye lekin bhai abi aaye nahi...,2
kaha pe baat kroge Bhai ye toh bata do,2
sabke account me 15 lakh jama honewale the !,2
namstei bol diyu di ko b fufa g ko b okkk,1
hum to hashtag me bhi india ko pehle rakhenge. karlo jo karna hai. #indvssa,2
little mix are going to be on kyle and jackie o tomorrow morning :),2
Woh yahan Gurgaon aa rha tha,2
"it's fine to impregnate them in 60 days of delivery, restrict their movement, milk them till they grow old and then abandon them. #beefban",2
k.k.k.k.k.k. kiran bedi clean bowled. aap wins krishna nagar too! #kiskidilli #delhidecides,1
Started,1
lolzz thats true jb khud pe aye tho ache acho se acting ho jati h,0
Mubarak bhai aap ki film 1000 crore kama rahi hai aj ki party aap ki taraf se,0
he is like chabad chabd all the time :d,2
mujhe to individually sabko wish karna padta tha . . . aur das baar staff room me jana padta tha :(,2
Salman Bai Agar ap ya Coments par ra han to plz ans b dan ap kasy han Aur rozay kasy guzar raha han.,2
beautiful so lovely pic nice photo,0
"Are vo uski mumi nhi hoti to dono mje lete tum ... ab kesa lga hoga tere dost ko , kuch esa hi un sab ko lgta hoga jinhe hum chedte he , so plez stop doing this , & don't let any body do this ...",2
dhawns wicket has fallen. india 29-1 after 6.3 #indvsuae,2
muje pta he aap reply nhi kroge phir bhi apki film achi rhe and mey docter bnna chatha hu dua kro,2
all aboard . . . 1st flight to hong kong then off to the uk from there . . #tweet_yah_later,2
"@someUSER good morning , hong kong ! meme pa ang kasama ko , may headache :( what's the jap resto again in lkf other than ippudo ?",2
Bs mn kiya ??,2
tu pakka usse puchti rhti hogi k use tjme ka pasand h ya tu kasi lag ri h :-p,2
bhai ne btaya,1
shaadi krni h to apni gf se karo ................................. dusro ki gf se to humare parents b karwate h ..!! ;-),2
its too good man ese man ki desh ko jarorat he,0
praacheen kaal ki manyata agar match ke beech me uthe to player ke dande udd gaye samjho . :d :d !,2
at loews theatre in middletown...i like pk movie theatre better,0
Bhai rolaoge kya aa v jao,2
Main aapka bahut bada fan hu,0
Gara mara yaar,1
rohit sharma aaj bhi 0 ka plan ha kya #indvsuae,2
Kay baat hai bhai jaan....,0
Khaya ?,2
bayern munich goalkeeper manuel neuer shows he could play in midfield v bayer leverkusen: bayern munich may have . . . http/URL,2
rt insansinderpal: rt rinkugajwanikkr: gurmeetramrahim #blockbustermsg papa j desh ke liye song sunkr logo main desh ke liye apne pn ki bha…,2
bevkoof ladke ye confession page h ..... autobiography nhi likhni h yha ...,1
great man of india,2
@someUSER i miss you and i better get a juge kiss and hug tomorrow night (because you will be at joe's :)),0
@someUSER @someUSER that's like blaming rafa for the season we finished 7th while ignoring the negative impact of cecil and h&amp;g !,1
hahaha shan ko dekh kr school ke din yaad aagaye . . . . . . .,2
#superbudget #unionbudget2015 i have no issue with service tax increase but why do you put medical insurance under service tax ambit?,2
Salman khan ke pe sari duniya marti h ehi 1,0
jab dusri team khel rhi hoti h toh main dusre channel par lga leta hu tabi wicket gir jata h . . . .,0
"if you are a family member , friend , or fan of austin rivers you may want to unfollow me . this is about to get ugly .",1
uss time aap hoti ti kejriwal se iski jaanch karwatey . . . sabse bada scam to yehi hai ji bhartiya itihaas ka . . . hum to kab se keh rahe hain,1
love u maa . . . u always hide all our mistakes n shower your unconditional love all d tyme . .,0
Ja kutte Teri movie koi nhi dekhega haram khor,1
this admin is a mentaly chalenged guy jo itna bi diffrnce ni smaj pa rha ki jayram ramesh ne kya kha tha or modi ne kya kha h . . . .,1
amla ki gaand me gambla. #indvssa,1
salman khan ma ap ka bohat bara fan ho,2
ek delhi harne se desh thode hi har gaye?,2
Cabg bookg karke chalenge,2
"@someUSER . . . starting 11 in the 1st half featured players who have not been in the managers plans , cole , henderson , downing etc . . .",2
pay karna thk h agar 1st date pe wasool b karlo to P,2
feeling proud . jai hind,0
4 Baj gaye lekin party abhi baki he,2
Ghr aayi jldi but whi ghr pe hun,1
"@someUSER you should attend @someUSER champs this fri/sat/sun: top 12 roller derby teams in the world , we play indianapolis 8pm friday ! ! !",0
ghost rider: spirit of vengeance was a lost cause . you had nowhere to go but up after the 1st movie . and then you decided to dig a hole . . .,1
@someUSER better suit up at the senior bowl friday night .,0
ram ram di,2
Shadi kr lo wrna firr na hogi,1
free bijlee,0
Hi bhaiyya,1
PM ji ne toh poore vishwa mein ye saabit kar diya hai ki India sab ke sath badhega.,0
"black friday huge saving aerial view of a city , paris las vegas , the las vegas strip , las vegas , . . . http/URL",2
Extremist prick with hateful ideologies and hostile intentions towards neighbors. Ultimate dueschbag.,1
"Thr is no thng like \ "" profs hot daughtr\ "" , chetan bhagat lied ,,, usk bhrose gya tha > (",2
Tu?,2
Aj ki party ...bhabi ki taraf se sallu bhai ...??,2
kaun kambakht kehta hai ki sirf doctors moti pirote hein ;),2
Karne ka toh mera bhi nahi bha,1
To Kuch alag se try kale bhai,0
Kai's ho ?,2
Ah ! #Admin . Lagta hai du ke is page par confession koi nahi kar raha is liye admin pagal ho gaya hai,2
"monta ellis commits his 1st foul ! he's cold with 2 missed fts , a foul and a miss to start q3 . #bucks trail #bulls 70-60 , mid q3 .",2
baap hmsa baap hota ! lekin kejriwal to beta bane layakb nhi ! hai ! kejriwal ke jhute vada mein na yahe ! delhi ko dil se delhi lekin pahle kejriwal ko bhaao !,1
Check karna,0
ab aapko recharge karwane ke liye paise dene ki zarurat nahi,0
sahi m nhi sudhre . . . .,1
Han dikha kus format ne hai,2
10 game bhi badi mushkil se hoti thi . . . baki sab repeat . . . :d ;) :p,1
beta marks kitne mile . . .,2
@simran_insan @gurmeetramrahim enjoy the precious moments #msgincinemas,2
h,1
frst announcemnt-- ground mein jin 5 bachchon ki cycle lgi hain wo wahan se hta lein,2
"bhai le jaane do dhoni ko stumps, kya izzat se pooch raha hai #indvspak",2
this is unfair . ye kachhua master jee hamesha guggu se hi question kyun karte hain ?,1
radha on the danc floor . . . radha lyks to party . . .,0
assalam walekum bhaijaan,0
i can relate . parents never give a shit about what we go through . they are confused and frustrated right from the fucking day we were born .,1
more footage from the studio where bullet for my valentine just finished up recording their upcoming 4th album . . . . http/URL,2
Chor hai madarchod salman,1
"the best thing about walking dead returning is it means spartacus will be back soon too ! (dammit , starz site says january)",0
Ayayyo,1
never trust chinese,1
you must be thankful to god that she didn't brotherzoned you .,1
Mai anyways nhi karwa rha tha,2
jo hindu gujrat dango ki wjh se modi ko support ni krte lanat h unke paida hone par . Un chutiyo k bhaichare k wjh se hinduo ki prajati jaldi hi vilupt hone wali h,2
raymond's been busy and we have homemade gingerbread with lemon icing for tomorrow's homemade cake . soups will . . . http/URL,2
Direct dinner,1
dukan suru ho gyi kisi ko bhi blackmail krne ki,1
Salu bhai awo na.,2
but Salman bhai aap shadi q nahi karna chahte,2
guddu lucky charm ban gya indian team ke liye ;) ;) :d,0
aajkal ke jamane mai marker use krte h . . . umse vo maja kaha jo hamare chalk mai tha . . . 2-3 chalk to hamare bag mai he rhte the . . . sirf favourite teachers k liye :),0
nfl commissioner roger goodell says he may cancel the pro bowl: http/URL would you care if there was no pro bowl ?,1
bhaiyya agaya kindle,2
dil behlane ke liye ye khyal bhi accha hai . . .,2
@someUSER i'm going over to britain and ireland's next top mode and jls are performing on the monday and that's the day i was supposed,2
lets see if melo can lead the knicks tomorrow,2
70issues what ak has promise today r useles . #mufflerman,1
this president talking about growing the economy is like billy cundiff explaining to someone how to make a field goal in the 4th quarter .,0
analysis: daniels made the right court pick: gov . mitch daniels said friday he appointed tippecanoe county superior . . . http/URL,2
Ha she did wn I visited hr cabin last tyme,2
@someUSER oh iight i can dig it but how you going to act tomorrow night tho younging ?,2
liverpool looking to activate demba ba's 7m buy out clause with andy carroll going the other way in january,2
Insaniyat nd pyar sbse phle yaad rhta h,2
if they play new born tomorrow instead of ss i will throw one of the mouldy donuts in the flat at bellamy and his shitey roulette wheel,1
saare guddu jaise hi bade hoke teacher ban jate hai . .,0
"keep it up , u r near to your goal",0
Carg leni hai ? ?,2
Woh bhi rajiiv chowk se$hi hote huye jayega,2
This tym?,2
guddu se jada uski maa h dramebaaz,1
niggas was really fighting at the gas station sat night tho,1
Nd labs store me checking,2
Abhi bhuk to nahi lag rahi hogi tuje ?,2
Bhai mujhe bhi kardo nominate plz,0
rt @jeewan15224: @gurmeetramrahim #msgyouthicon ji pita ji...sab aapki raza mein he..,0
Pata nhi,1
May be the discounts are less.,2
Movie ?,0
Hiiiii,2
stop eating plants as well. they are living beings too. #beefban,2
@someUSER @someUSER @someUSER @someUSER @someUSER go boro ! may the force be with you from the 1st second to the last !,0
chak de india ! we will rock n chase !,0
Sooper,1
i have tkts to see plan b next feb- he has already announced his support acts- labrinth and rudimental ! ! ! ! this news has made me tres happy,0
tomorrow channel 4 is 30 years old . presenting the channel 4 #spotify playlist . what do you remember ? http/URL #channel4,2
bahut embarass karwaya hai papa ne kai baar .,1
"i still remember that papa used to make my projects and once made a project titled "" gram panchayat "" and it won me 10/10 marks . . . u made my day . . . thanks a lot :)",0
Bhaiii ...greatttt<3<3<3 amazinggg wonderfullll,0
1 . noel fielding comedy gala tonight :) 2 . work all day tomorrow 3 . granny smith festival that night,0
lov you salman,0
hmmm .. ryt ... bt jo real minors hain wo benefit nhi le paate ..... aajkal abve minority fayda uthate hain,1
Apka kya khna PM ji,2
@someUSER @someUSER sparks fly by taylor swift may or may not have been in the background . it was moment i'll never forget lol,0
thoda aur purana poochna tha na ... D . . . ask frm modern movies nw ...,1
senior ads and quotes for the yearbook are due tomorrow !,2
Mujhe mailg aayi hai,2
"@someUSER 13th . there is no android device worth buying outside of the nexus line , in my opinion . especially not the galaxy s line",1
dil se khushi hui,0
watching act of valor for about the 17th time . but who's counting,2
"so it's official now, rahul gandhi will not tear the bill #rahulonleave.",1
rt @ranjibmazumder: abhi toh party shuru hui hai. gaumutra lau re. #beefban,2
Kara sakteho but.. Won't it charge a lot?,2
Nayi bike ..,0
#nowplaying jim white - crash into the sun http/URL,2
holi ka koi post nhi hai,1
I Iike and love u salman khan aur ha kya such me aap hamare comment padhte ho aap tv par bol rahe the mai sare comment padhta hu ya u hi fake rahe the bhai ??,0
rt @iam_prerna: aise calls aa rahi hain jaise mai election jeet gayi :) #aapsweep #thankyoudelhi,0
guddu . . tu toh lucky hai re bhut . . :v :d,0
dekho aage kya hota hai sala yaha to her neta chor hai,1
"meanwhile, pakistan ki pathako ki dukano ke bahar board laga diya hai ""beche huye phatakhe wapas nahi liye jayenge"" #indvspak #pakvsind",2
Yukti this made my nite D . tod . mtlb todddddddddddddddddd,2
Use realise krwao ki tm uske liye kitna loyal ho use apni sari baten share karo,2
ye bhi pm banne ka sapna dekh raha hai,2
bhai hame bhi naraj na kariyo,2
arvind sir u will be winner . me aapke saath hu .,0
"happy valentines day &lt;3 . . . only if you live in brazil , otherwise its just another irritating monday .",0
aaj to bhakt bhaut khush hongey .,2
hahahahaha . . . . mera classmate jab bhi mooh mein toffee khate hue bolta tha to same aisa hi bolta tha . . . . . =d,0
